2846	RT _Mention_ : Reggie Bush gave up that fumble like he did the Heisman . Punk bitch ...
2847	RT _Mention_ : Saying Jason Garrett was a great back up is like calling a woman a great mistress
2848	RT _Mention_ : Maxine Waters asks what the exact details of the process for loan mods - step by step she asks if regulators are aware of ...
2849	RT _Mention_ : Chattanooga Rallies To Beat Kennesaw State 73-69 : DeAntre Jefferson had 16 points and 10 rebounds for his second ... http : \/ \/ b ...
2850	"RT _Mention_ : Now The Details : William , Kate Plan Wedding : Now it 's all about the details : The dress , the date , the venue - an ... http : \/ \/ b ..."
2851	RT _Mention_ : Ethics chief counsel recommends censure for NY Rep. Rangel
2852	RT _Mention_ : George W. Bush Content with His Decisions and New Low-Key Life _URL_ -LRB- via _Mention_ -RRB-
2853	RT _Mention_ : Sarah Palin tells Barbara Walters she could be Obama in 2012 ... not saying if she is running ... do n't expect WH response htt ...
2854	"RT _Mention_ : Julian Fantino is so tough , if a puffin pooped on him , he 'd make the sure the entire species was extinct . _HASHTAG_"
2855	"RT _Mention_ : Julian Fantino is so tough , he eats bullets and not Shreddies for breakfast . _HASHTAG_"
2856	"RT _Mention_ : Julian Fantino is so tough , if a puffin pooped on him , he 'd make the sure the entire species was extinct . _HASHTAG_"
2857	"RT _Mention_ : Glen Davis leads the C 's w \/ 12 points , while KG has 6 points and 9 rebounds as the C 's lead NJ 57-37 at the half . Ray : 11 p ..."
2858	"RT _Mention_ : Rajon Rondo has 11 assists , Shaq has 13 points and KG has 16 as the C 's lead the Raptors 58-52 at the half . C 's shooting 5 ..."
2859	RT _Mention_ : Rajon Rondo said today that Avery Bradley is ahead of him in terms of pick-and-roll defense because of his physicality
2860	RT _Mention_ : `` Do not look for approval except for the consciousness of doing your best . '' <NEWLINE> Andrew Carnegie _HASHTAG_
2861	RT _Mention_ : `` The best way to find yourself is to lose yourself in the service of others . '' Gandhi _HASHTAG_
2862	"RT _Mention_ : Today was good , today was fun , tomorrow is another one ~ Dr. Seuss _HASHTAG_"
2863	RT _Mention_ : Andre Johnson gets the _HASHTAG_ award .
2864	"RT _Mention_ : Is Mike Tomlin the coolest guy coaching in the league ? Love his attitude . \/ +1,0"
2865	"RT _Mention_ : _Mention_ Hi Dr Gratton , I would like to place on record my sincere appreciation for all your support and great help . ..."
2866	RT _Mention_ : Did you know : Derrick Rose leads the Eastern Conference in scoring -LRB- 25.5 ppg -RRB- _HASHTAG_
2867	RT _Mention_ : _Mention_ Give your San Francisco Santa -LRB- John Toomey -RRB- his job back ! ! ! -LRB- PLEASE RE-TWEET -RRB-
2868	RT _Mention_ : I delete so many tweets before I send them < = = = you do n't censor your bbms
2869	RT _Mention_ : Its not enough that we do our best ; sometimes we have to do whats required . - Winston Churchill
2870	RT _Mention_ : Programming error at Edu Dept may have undercounted student-loan defaults : colleges may have much higher rates : _URL_ ...
2871	"RT _Mention_ : This was new to me : Donald Trump said if he ran for prez , he 'd do it as a GOPer . Maybe he and Palin will make it a joint ..."
2872	RT _Mention_ : Indiana Jones Will Die in Next Film if Harrison Ford Gets His Way _URL_
2873	RT _Mention_ : We 've received hundreds of hilarious Leslie Nielsen quotes during the overnight . Thanks to all !
2874	`` RT _Mention_ : Don Cherry slams '' `` left wingers '' '' in his introduction of Rob Ford ''
2875	RT _Mention_ : Spokes A Struggle to Stay Upright -LRB- and Cool -RRB- _URL_
2876	RT _Mention_ : Don Cherry nicely setting a divisive tone . _HASHTAG_
2877	RT _Mention_ Larry King grills his Exec Producer _Mention_ tonight about her new book . What secrets will she reveal about _Mention_ ?
2878	RT _Mention_ RT _Mention_ : What motivates Americans to go green ? _URL_
2879	RT _Mention_ RT _Mention_ : College students on brooms battle for Quidditch title . _URL_ _HASHTAG_
2880	RT _Mention_ RT _Mention_ : And what does _Mention_ think was _Mention_ 's biggest mistake ? Find out at 7pE .
2881	"RT _Mention_ RT _Mention_ : Gay rights protesters demand Obama help end ` do n't ask , do n't tell ' . _URL_"
2882	RT _Mention_ RT _Mention_ : Murkowski returns to the Captiol . _URL_
2883	RT _Mention_ : Blood found in home of missing family . _URL_
2884	"RT _Mention_ : From all of us on the _Mention_ Twitter team , Happy Thanksgiving !"
2885	"RT _Mention_ : Growing backlash against TSA body scanners , pat-downs _URL_"
2886	RT _Mention_ : Larry King grills his Exec Producer _Mention_ tonight -LRB- 9pm ET -RRB- about her new book . What secrets will she reveal about _Mention_ ...
2887	RT _Mention_ : Suu Kyi supporters gather for second day to await her release _URL_
2888	RT _Mention_ : _HASHTAG_ e-mail hacker sentenced to year and a day in prison . _URL_
2889	RT _Mention_ : 796 dead in _HASHTAG_  _HASHTAG_ outbreak . _URL_
2890	RT _Mention_ : Deal reached among _HASHTAG_ to fill No. 2 spot in _HASHTAG_ _URL_
2891	"RT _Mention_ : Illinois Senate OKs civil unions , sends legislation to Gov. Pat Quinn _URL_"
2892	RT _Mention_ : Prison bureau to decide whether _HASHTAG_ e-mail hacker serves time in prison or halfway house . _URL_
2893	RT _Mention_ : Somali pirates free British yacht couple after year in captivity _URL_
2894	RT _Mention_ : _Mention_ was a hit at the Soul Train Awards last night ! _URL_
2895	RT _Mention_ : _HASHTAG_ himself has arrived : Daniel Radcliffe on the red carpet ! Check out the livestream : cnn.com/showbiz
2896	RT _Mention_ : _HASHTAG_ himself has arrived : Daniel Radcliffe on the red carpet ! Check out the livestream : cnn.com/showbiz
2897	RT _Mention_ : 30 Rock 's Tracy Morgan is recovering from a kidney transplant . Rep says he is ` doing well and taking some much needed ti ...
2898	RT _Mention_ : Chris Daughtry and wife welcome twins . Statement : ` Our family is overwhelmed with joy by these two precious gifts from G ...
2899	"RT _Mention_ : Emma Watson has landed on the red carpet at the _HASHTAG_ premiere , wearing a simple black gown . Watch the livestream ..."
2900	"RT _Mention_ : Emma Watson has landed on the red carpet at the _HASHTAG_ premiere , wearing a simple black gown . Watch the livestream ..."
2901	RT _Mention_ : It 's official : Lindsay Lohan is free to leave rehab today .
2902	`` RT _Mention_ : Oksana Grigorieva on _Mention_ right now talking about Mel Gibson : '' `` He called me ... And threatened my life . '' '' Are you ... ''
2903	RT _Mention_ : Rihanna on Drake : I was definitely attracted to him _URL_
2904	"RT _Mention_ : Woody Allen is 75 today . Want to thank him for SLEEPER , ANNIE HALL , BANANAS , and one of my favs ... MANHATTAN ."
2905	"RT _Mention_ : Our hats off to Larry King , who signs off tonight after an incredible 25 years . Thank you sir ."
2906	RT _Mention_ Remember when wearing glasses was _HASHTAG_ . Now everybody trying to wear them and they got 20\/20 ... they were never uncool dude
2907	RT _Mention_ : hav ei mentioned how much i fucking HATE being ignored ?
2908	RT _Mention_ : Bill Tarmey gets a golden hot pot : This week 's TV Times has gone Corrie crazy and Bill Tarmey gets a golden hot ... ...
2909	RT _Mention_ : Pictures : Simon Gregson 's wedding : OK ! Magazine have exclusive pictures of Simon Gregson 's recent wedding . <NEWLINE> <NEWLINE> Sim ... ...
2910	"RT _Mention_ : The mystery of Liz McDonald 's black necklace : Now then , if I had a penny for every time I 've been emailed and as ... ..."
2911	RT _Mention_ : Who Would Karl Lagerfeld Like to See Succeed Him at Chanel ? _URL_
2912	RT _Mention_ : Rep. Maxine Waters -LRB- D-CA -RRB- ethics inquiry postponed due to new evidence .
2913	"`` RT _Mention_ : Chris Bosh '' `` Strong Enough To Be A Man '' , '' but made to be a woman . '' '' ''"
2914	RT _Mention_ : Donovan Mcrib .
2915	`` RT _Mention_ : If Tony Yayo or Game have n't reported each other as Spam yet then neither one of them is '' `` bout that life . '' '' ''
2916	RT _Mention_ : Streets is saying Roy Williams has yet to enjoy his Thanksgiving dinner because he keeps dropping his plate .
2917	"RT _Mention_  _Mention_ she ai n't no rock star , but she has groupies . She ai n't no actress but she 'll make movies !"
2918	RT _Mention_ : Ugh this I why I do n't like being around ppl they always trying to shine > > > > > _HASHTAG_
2919	RT _Mention_ : Chelsea boss Carlo Ancelotti insists he 's a no-go _URL_
2920	"RT _Mention_ : From deranged ballerinas to tons of Jeff Bridges , _Mention_ has a guide to what 's playing at a theater near you ! h ..."
2921	RT _Mention_ : Chelsea boss Carlo Ancelotti insists he 's a no-go _URL_
2922	"RT _Mention_ : ... BTW , _Mention_ is Mariana Klaveno , for all you _HASHTAG_ fans . ; -RRB-"
2923	"RT _Mention_ : _Mention_ - Julian Fantino is so tough , when he cries - his tears erase the ink on the charter of rights and freedoms # ..."
2924	RT _Mention_ : Keeley Hawes : Keeley Hawes to star in new theater project - Rocket to the Moon : Rocket to the Moon is a play writ ... ht ...
2925	RT _Mention_ : Matthew Macfadyen : First look at DVD Coverart for Any Human Heart : Playback has an image of the coverart for the ... ht ...
2926	RT _Mention_ : Matthew Macfadyen : Support MS Research and bid on a signed Matthew Macfadyen photo : Matthew has donated two sign ... ht ...
2927	RT _Mention_ : Matthew Macfadyen : Three Musketeers Photo : Three Musketeers 3D has released a large photo of all of the three mu ... ht ...
2928	RT _Mention_ : _Mention_ Julian Fantino is so tough - he can blow bubbles at Officer Bubbles without fear of arrest .
2929	RT _Mention_ : _Mention_  _Mention_ agreed ! I wish Mahsa Got fired every week ! !
2930	"RT _Mention_ : If I 've learned anything about being an artist , it is that you must endure and continue to learn . If not , it 's over ."
2931	"RT _Mention_ : I feel for Gillian McKeith . She clearly has no idea of the horrors she agreed to . Sorry , not Gillian McKeith . Kate M ..."
2932	RT _Mention_ : I 'm returning to the airwaves as the sub for Jim Bohannon on his terrific radio show this Wed. . Dec. 29 from 10pm - 1am ...
2933	`` RT _Mention_ : Jermain Defoe walks into a bar . He goes up to this girl & says '' `` Grab your coat love you 've pulled '' '' . She says '' `` You 're a l ... ''
2934	RT _Mention_ So if _HASHTAG_ keeps playing around with my W2 imma go to work tomorrow & give away free shit ! ! ! ; -LRB- _ oh wrd where at ?
2935	"RT _Mention_ : Sepp Blatter , complete and utter C U Next Tuesday !"
2936	RT _Mention_ : Clamoring to be Heard - what do you think ? -LRB- As I listen to neighbour 's loud music on a Monday morning ? ? ? Great blog ! -RRB-
2937	"`` RT _Mention_ : '' `` Chuck Norris does not break hearts '' , '' he breaks legs '' '' -- my teen niece ''"
2938	RT _Mention_ : Fox News commentators talk trash about Sarah Palin when they think cameras were n't rolling . But Olbermann is showing the c ...
2939	"RT _Mention_ : If US Presidents are exempt from being arrested for war crimes , then let 's get that fucker Cheney ."
2940	RT _Mention_ : Wesley Snipes is in custody to serve his 3-year sentence for federal tax evasion ... WHY IS BUSH WALKING FREE ? _HASHTAG_
2941	"RT _Mention_ : _Mention_ I still -LRB- and will always -RRB- remember the passion , inspiration and exuberance of Steve Irwin ."
2942	`` RT _Mention_ : This in from Sarah Palin . '' `` stand with our North Korean allies '' '' . . bad slip . . Maybe she 's is down with Kim Jung ? He may think ... ''
2943	RT _Mention_ : WATCH : Locker room reaction following the Red Wings 4-1 loss to Chicago . _URL_
2944	RT _Mention_ : Merry Xmas to everyone xx
2945	"RT _Mention_ : _Mention_ I rather Elizabeth vs Joy , she is too bitter & annoying and selfish"
2946	RT _Mention_ : _HASHTAG_ Chris Brown Teaches a Class on Self Defense and Abuse ...
2947	RT _Mention_ : Brrraaaaap just did the second show in a row in one day . . think its safe to say that everyone of us is feeling batte ...
2948	RT _Mention_ : Nothing 's worse than meaning nothing to the person who means everything to you
2949	RT _Mention_ : RT _Mention_ : I 'm the only one in north west london that does n't smoke fag or blaze . _HASHTAG_ < nor do I mate < yh just us 2
2950	RT _Mention_ : Attn Paul Seale : It makes me sick to see people who do n't know when people are focusing on one particular issue . _HASHTAG_ ...
2951	"RT _Mention_ : I ca n't stand a boring nigga , where is the thrill . I get bored to easily like its not even funny u will get cut ."
2952	RT _Mention_ : _Mention_ aww i love those 4 things too -LRB- : lol ohh and you too !
2953	"RT _Mention_ : Someone needs to help Rihanna , she likes rude boys , loves it when people lie to her , and apparently forgot her name ..."
2954	RT _Mention_ : Albert Einstein - It is strange to be known so universally and yet to be so lonely .
2955	RT _Mention_ Ne-yo was right . . This is the year of the gentlemen -- > smfhhhhh lol ! !
2956	"RT _Mention_ : Leslie Nielsen deserves a proper send off , so let 's call him Shirley one more time . The AIRPLANE QUOTE-ALONG , Dec 9 - ht ..."
2957	"RT _Mention_ : _Mention_ no , but one of them is to spend more time with you , to get some tips on what my 80 year old Dad would ..."
2958	RT _Mention_ : Be careful how you live ; you will be the only Bible some people ever read ~ William J. Toms
2959	RT _Mention_ : Faith must be enforced by reason when faith becomes blind it dies ~ Mahatma Gandhi
2960	RT _Mention_ : How people treat you is their karma ; how you react is yours ~ Wayne Dyer
2961	RT _Mention_ : I can resist everything except temptation - Oscar Wilde _HASHTAG_
2962	RT _Mention_ : I never had a policy ; I have just tried to do my very best each and every day ~ Abraham Lincoln
2963	RT _Mention_ : I never had a policy ; I have just tried to do my very best each and every day ~ Abraham Lincoln
2964	RT _Mention_ : Nothing is more despicable than respect based on fear ~ Albert Camus
2965	RT _Mention_ : The most beautiful adventures are not those we go to seek ~ Robert Louis Stevenson
2966	RT _Mention_ : The only fence against the world is a thorough knowledge of it ~ John Locke
2967	RT _Mention_ : The welfare of the people in particular has always been the alibi of tyrants ~ Albert Camus
2968	RT _Mention_ : There are some situations from which one can only escape by acting like a devil or a madman ~ George Orwell
2969	RT _Mention_ : To hear complaints is wearisome to the wretched and the happy alike ~ Samuel Johnson
2970	"RT _Mention_ : We should take care not to make the intellect our god ; it has , of course , powerful muscles , but no personality ~ Albert Einstein"
2971	RT _Mention_ : When you stare into the abyss the abyss stares back at you ~ Friedrich Nietzsche
2972	RT _Mention_ : Did n't know Obama was playing basketball w Dick Cheney today .
2973	RT _Mention_ Lmao ... BJ Raji just did the most childish celebration ... Fat man celebrations the funniest ...
2974	`` RT _Mention_ : her : '' `` do n't Akon like light skinned girls ? '' '' Me : '' `` they all light skinned to him '' '' ''
2975	RT _Mention_ : Jim Royle ya babe !
2976	RT _Mention_ : The Young Turk Vs. The Wikileaker himself Julian Assange . Today at 4pm .
2977	"`` RT _Mention_ : '' `` I think in terms of the day 's resolutions '' , '' not the year 's '' '' ~ Henry Moore ''"
2978	"`` RT _Mention_ : '' `` Make yourself an honest man '' , '' & then you may be sure that there is one less scoundrel in the world '' '' ~ Thomas Carlyle ''"
2979	`` RT _Mention_ : '' `` The best way to prepare for life is to begin to live '' '' ~ Elbert Hubbard _HASHTAG_ : -RRB- ''
2980	"RT _Mention_ : David Lynch does the vocal on his new rock song . Here is the video , plus his timely warning about the use of cel phone ..."
2981	"`` RT _Mention_ : John Cassavetes born 1929 . '' `` Whether it 's a crappy film or a good film '' , anyone who can make a film , '' I already love . '' '' ht ... ''"
2982	"`` RT _Mention_ : Michael Frost : '' `` Burlesque '' '' is just another testament to the death of sexual revolution . No tits '' , no ass , no nuthin ' . h ..."
2983	RT _Mention_ : Sarah Palin is against Sharia law and the separation of church and state . Please explain .
2984	"RT _Mention_ : Woody Allen 's birthday . He told me what he thinks about God , what he asked Billy Graham , and that he was good at sport ..."
2985	RT _Mention_ : Barbra Streisand crushing on Crowdrise for heart research ! Check it out . U could win a CD & she 'll sign it . _URL_ ...
2986	`` RT _Mention_ : RT _Mention_ '' `` Imagination is better than knowledge . '' '' - Albert Einstein _HASHTAG_ ''
2987	RT _Mention_ : Vince Vaughn 's rants
2988	"RT _Mention_ Who wants a MacBook Air ? Help us reach 5,000 followers and you could be that lucky winner !"
2989	"RT _Mention_ : Modern Insecticides ' Devastating Effects : Like DDT before it , a new class of insecticides known as neonicotinoid ... http : \/ \/ ..."
2990	RT _Mention_ : Charlie Sheen 's Former Party Girl Now Accusing Him of Harassment _URL_
2991	RT _Mention_ : Ronni Chasen 's Brother Speaks Out About Her Murder _URL_
2992	RT _Mention_ : Taylor Swift 's Curls Are Back ! So Are Her Tour Dates ! _URL_
2993	"RT _Mention_ : Thanksgiving pies : Pumpkin , pecan & sweet potato are great but want a new yummy ? Acorn Squash-Japanese Sweet Potato Pie ..."
2994	RT _Mention_ : Players Wijnaldum and De Vrij in tears on pitch at the end of the game . Both get standing -LRB- cont -RRB- _URL_
2995	"RT _Mention_ : Yankees miss out on Cliff Lee , sign Mark Prior . Apparently their Plans B , C , D , E , F , G , H , I , J , K , L , M & N did n't pan out either"
2996	RT _Mention_ The Chicago Bears have just voided the remainder of Jay Cutler 's contract .
2997	RT _Mention_ : Glad 4 Hanie not rooting 4 the bears but Cutler is a _HASHTAG_
2998	RT _Mention_ : `` Logic will get you from A to B. Imagination will take you everywhere . '' - Albert Einstein _HASHTAG_
2999	`` RT _Mention_ : George W. Bush jokes about some of the '' `` pretty stupid things '' '' he 's done <NEWLINE> _URL_ ''
3000	`` RT _Mention_ : '' `` This world belongs to the ENTHUSIASTIC '' '' - Ralph Waldo Emerson ''
3001	RT _Mention_ : WHO IS THIS GUY OBAMA ... ? ? ? ? ... AND WHY DID WE ELECT HIM ... ? ? ? ?
3002	"RT _Mention_ : When he was alive , George Harrison 's favorite board game was Monopoly ."
3003	"RT _Mention_ : _HASHTAG_  _HASHTAG_ 1Cor3 :11 For God has already placed Jesus Christ as the one and only foundation , and no other foundat ..."
3004	RT _Mention_ : Christmas is the one time a year when you 're explicitly allowed to print stories lying to children . Do n't waste it .
3005	RT _Mention_ : Mike Smith talks to his team all the time about closing out close games . Falcons have outscored opponents 104-47 in final ...
3006	"RT _Mention_ : With today 's win , QB Matt Ryan improves to 19-1 at home including 15 straight wins . Falcs 15-0 when Ryan has QB rating o ..."
3007	"RT _Mention_ : At current pace , Matt Ryan will set career-high 4 passing TDs in Week 13 vs. Buccaneers . He has 18 now . Career-high is 22 ."
3008	"RT _Mention_ : Do n't aim for success if you want it ; just do what you love and believe in , and it will come naturally ~ David Frost ..."
3009	RT _Mention_ : Words of Wisdom : Every choice you make has an end result !
3010	"RT _Mention_ : Sorry , Tweet of the Day announcements have been broken for 12 hours . Fixed ."
3011	"RT _Mention_ : Del Bueno Recalls Cheese Because Of Possible Health Risk : Del Bueno of Grandview , WA is -LRB- cont -RRB- _URL_"
3012	RT _Mention_ : my wonderful mate Gok Wan will be on the show in a bit
3013	RT _Mention_ Double Standards rule the nation
3014	RT _Mention_ : Julian Fantino is tough ? ? ?
3015	RT _Mention_ : Only a life lived for others is a life worthwhile ~ Albert Einstein _HASHTAG_
3016	RT _Mention_ : _HASHTAG_  _Mention_ : a cool mom who gave birth to a cool kid Clint Boon . Cool as fuck ! Moo . .
3017	`` RT _Mention_ : '' `` A problem is a chance for you to do your best '' '' ~ Duke Ellington _HASHTAG_ ''
3018	`` RT _Mention_ : '' `` Act the way you 'd like to be & soon you 'll be the way you act '' '' ~ Leonard Cohen _HASHTAG_ ''
3019	"`` RT _Mention_ : '' `` Drifting '' , without aim or purpose , '' is the first cause of failure '' '' ~ Napoleon Hill _HASHTAG_ ''"
3020	"`` RT _Mention_ : '' `` For every minute you are angry '' , '' you lose sixty seconds of happiness '' '' ~ Ralph Waldo Emerson _HASHTAG_ ''"
3021	`` RT _Mention_ : '' `` It takes a lot of courage to show your _HASHTAG_ to someone else '' '' ~ Erma Bombeck _HASHTAG_ ''
3022	`` RT _Mention_ : '' `` Minds are like parachutes ; they work best when open '' '' ~ Lord Thomas Dewar _HASHTAG_ ''
3023	"`` RT _Mention_ : '' `` Mistakes are always forgivable '' , '' if one has the courage to admit them '' '' ~ Bruce Lee _HASHTAG_ ''"
3024	`` RT _Mention_ : '' `` The most delightful surprise in life is to suddenly recognize your own worth '' '' ~ Maxwell Maltz _HASHTAG_ ''
3025	`` RT _Mention_ : '' `` What do dreams know of boundaries '' '' ~ Amelia Earhart _HASHTAG_ ''
3026	`` RT _Mention_ : '' `` Your real courage shows best in the hour of adversity '' '' ~ Napoleon Hill _HASHTAG_ ''
